impact_id,asset_id,business_unit_id,revenue_per_hour,downtime_cost_per_hour,customer_impact_cost,data_record_cost,regulatory_penalty_estimate,legal_cost_estimate,recovery_cost_estimate,reputation_impact_cost,productivity_loss_per_hour,maximum_tolerable_loss,estimated_total_impact
IMP-005547,AST-05547,BU-0008,156,207,7,14504,218727,170951,2136,70602,52,3739688,467391
IMP-005548,AST-05548,BU-0133,4407,8313,254,9088,2236876,1065572,105419,5388109,1726,28937582,8995742
IMP-005549,AST-05549,BU-0127,23999,41158,1568,8648,51216,28326,528753,2260111,17880,6140195,3857766
IMP-005550,AST-05550,BU-0118,10719,15617,1637,15715,2348195,796878,293838,3626535,6861,34516076,7441891
IMP-005551,AST-05551,BU-0010,1579,3059,339,15329,40639,21897,29735,540290,1204,5856014,706316
IMP-005552,AST-05552,BU-0101,3799,6972,1856,13205,53211,30840,92719,287321,2882,284987,633275
IMP-005553,AST-05553,BU-0042,614610,907088,396569,20497,6771296,3118459,15040881,33543748,207959,36613332,80641065
IMP-005554,AST-05554,BU-0115,461890,706594,0,24227,4134732,1574468,6830456,38208011,260206,34598290,67705923
IMP-005555,AST-05555,BU-0139,124743,158056,54720,8985,2826638,984379,2097935,21855764,82357,47254391,31612780
IMP-005556,AST-05556,BU-0078,600192,1080016,222637,14653,36472713,17564098,15092444,104308135,260163,77709925,199580411
IMP-005557,AST-05557,BU-0034,3952,7599,1910,3227,217982,96669,46872,1615424,1930,4385085,2161233
IMP-005558,AST-05558,BU-0063,65620,86252,12264,11908,873257,546126,1042327,3550871,36895,5561174,8094893
IMP-005559,AST-05559,BU-0100,2018,3403,547,3756,38627,21276,20676,77082,1219,440356,239880
IMP-005560,AST-05560,BU-0032,55694,94745,2253,7751,356279,172492,1659569,4642145,37819,3195445,9106618
IMP-005561,AST-05561,BU-0093,373469,463664,49102,7967,8493928,6663989,6409156,71541544,252885,88462303,104285655
IMP-005562,AST-05562,BU-0052,38994,66397,16589,24081,913242,438994,662783,951770,25303,7570060,4576906
IMP-005563,AST-05563,BU-0005,567715,1105490,566431,24311,3381809,1071440,12445292,20306417,254421,62527989,64303149
IMP-005564,AST-05564,BU-0100,2956,4862,303,3400,29872,13881,57499,126090,2334,509023,344333
IMP-005565,AST-05565,BU-0059,46113,83672,7104,17855,216360,162725,1087686,4233650,27987,6375337,7715653
IMP-005566,AST-05566,BU-0059,76548,144797,20770,15887,823185,520311,1210080,5900185,56560,8146758,11949659
IMP-005567,AST-05567,BU-0121,10004,18258,1708,10802,164576,104116,359082,631156,7376,1974193,1698830
IMP-005568,AST-05568,BU-0150,1450,2682,13,14985,20358,10338,14897,187290,1140,210836,297264
IMP-005569,AST-05569,BU-0130,13883,24678,2724,3806,408098,129526,330748,1277820,4339,20025912,2741188
IMP-005570,AST-05570,BU-0040,686314,1031398,224123,5526,11496339,8670683,19885111,88221393,413974,80339271,153251201
IMP-005571,AST-05571,BU-0001,252318,383470,27683,22495,0,0,2045113,49919004,113791,40125484,61195080
IMP-005572,AST-05572,BU-0097,4927,9528,1591,6931,30333,17958,151017,187065,1796,436546,616636
IMP-005573,AST-05573,BU-0039,1638959,2582562,145128,17090,1832740,1292325,41656096,123568393,1233577,99342945,230476170
IMP-005574,AST-05574,BU-0120,257255,434912,183033,12523,5672269,4071374,7291594,21258419,189031,34495990,48914577
IMP-005575,AST-05575,BU-0025,475,683,166,17553,311250,199960,10488,659183,200,8930131,1197439
IMP-005576,AST-05576,BU-0063,16040,19366,6962,20183,1361950,845058,124955,3694154,9949,10263801,6497863
IMP-005577,AST-05577,BU-0097,3027,3662,1813,16028,2580,1897,51033,286346,1658,493303,431557
IMP-005578,AST-05578,BU-0034,181795,362117,46611,4911,340549,248936,2653023,14188364,116995,10722974,26168291
IMP-005579,AST-05579,BU-0070,182954,272703,27279,7442,807004,347847,3842342,5206460,75375,6453796,16775804
IMP-005580,AST-05580,BU-0015,60783,117886,31658,15551,358421,244884,2038826,4123899,20359,3565613,9626952
IMP-005581,AST-05581,BU-0009,1015,1903,15,15577,117978,51356,22338,78747,778,2824065,316106
IMP-005582,AST-05582,BU-0028,121735,242976,29699,10618,332672,259409,2909029,7002232,39164,12216516,16364465
IMP-005583,AST-05583,BU-0144,678007,1071799,87528,13189,5207095,1659132,11702423,78676407,350750,110335674,123055761
IMP-005584,AST-05584,BU-0089,539455,1039456,57581,21541,13873010,8496391,15485200,82016354,227147,30347208,144875480
IMP-005585,AST-05585,BU-0149,2426,4083,365,7560,434,317,23097,170115,1544,86227,292320
IMP-005586,AST-05586,BU-0058,4335,5459,608,8208,313086,239733,79382,297270,2465,9942560,1061095
IMP-005587,AST-05587,BU-0098,39,58,14,9117,41184,26016,1113,14746,22,488375,84465
IMP-005588,AST-05588,BU-0149,97,122,14,12084,4421,2197,685,49227,31,152676,59472
IMP-005589,AST-05589,BU-0077,1358329,2062722,163542,10940,20518872,12786902,36400582,124220354,564226,169278993,243595580
IMP-005590,AST-05590,BU-0006,729,1146,147,8029,340638,252061,8196,98038,476,2884770,726584
IMP-005591,AST-05591,BU-0108,538895,689193,50721,22726,24970785,7739562,8551660,91404706,397152,147345929,149258066
IMP-005592,AST-05592,BU-0115,190781,272404,8767,19972,978939,454197,3757525,16700283,128726,12798308,28437407
IMP-005593,AST-05593,BU-0004,323282,591973,97438,4178,5816037,3952269,10816916,13157560,214653,43333838,48047572
IMP-005594,AST-05594,BU-0136,636986,875481,171215,19195,4626445,3432015,10893126,15118322,302468,110856298,55252667
IMP-005595,AST-05595,BU-0092,647347,1237655,208958,22986,2196436,944846,23929668,62661912,313409,42905196,119645540
IMP-005596,AST-05596,BU-0034,77065,140529,22002,11843,876665,447472,2802392,11888538,41340,14184928,19409765
IMP-005597,AST-05597,BU-0059,46113,63661,27231,24723,1534144,1195784,931228,4741443,30615,7104810,9957694
IMP-005598,AST-05598,BU-0039,15365,18563,983,5239,9254935,3026219,230976,1486323,5559,107399022,14444948
IMP-005599,AST-05599,BU-0019,38027,52542,6750,10285,2377905,1552228,438183,8107450,14488,6410502,13743524
IMP-005600,AST-05600,BU-0115,1506,2800,465,5729,3462624,1861718,55928,1537621,455,16651657,6985556
IMP-005601,AST-05601,BU-0119,427227,615392,58610,3336,934554,680783,7033222,31925104,235232,60584331,55401681
IMP-005602,AST-05602,BU-0052,8975,11927,3295,10833,547351,187693,190090,2503623,5365,9553867,3718300
IMP-005603,AST-05603,BU-0095,796734,1361418,212853,18119,7947380,4445829,13553600,15876524,381974,72031492,74710218
IMP-005604,AST-05604,BU-0039,1024349,1412440,440723,20880,3613957,1759868,23987798,143149936,604923,124049561,206850842
IMP-005605,AST-05605,BU-0093,356871,662527,93246,4210,6673120,3572744,11141261,63520116,232548,107477264,100901135
IMP-005606,AST-05606,BU-0072,103315,162727,26068,11456,328458,106856,1247445,5149692,52625,11064430,10763967
IMP-005607,AST-05607,BU-0069,152820,208579,65950,22787,385854,198661,3010341,14277291,58893,10373026,22943993
IMP-005608,AST-05608,BU-0125,39828,73849,10537,6806,41452,30866,927360,2781611,25734,7080031,5564202
IMP-005609,AST-05609,BU-0138,610445,749587,110955,22856,6820241,3054679,9989244,98983696,340777,93781226,136948903
IMP-005610,AST-05610,BU-0126,63827,101067,25794,24341,1189757,781081,1667999,1034702,33211,6792318,7124941
IMP-005611,AST-05611,BU-0102,160,222,56,20936,8909,6968,2845,30462,101,354673,54568
IMP-005612,AST-05612,BU-0136,27072,38006,5415,21870,5802971,2512054,566239,2684119,15860,67267475,12482942
IMP-005613,AST-05613,BU-0025,34225,44035,4876,15857,356298,259443,374641,6894358,11565,5940517,8946456
IMP-005614,AST-05614,BU-0113,165678,212228,91477,23607,1753152,1221657,2043021,14868788,58624,16116824,25071567
IMP-005615,AST-05615,BU-0112,43177,74529,0,5102,1552474,720511,817582,4287994,28323,30402687,9167257
IMP-005616,AST-05616,BU-0137,342380,518081,41596,6352,15820705,7273626,7706173,14492899,164771,46732070,57768943
IMP-005617,AST-05617,BU-0071,18511,28843,2841,8376,256686,94700,193705,2087960,7997,10423948,3328124
IMP-005618,AST-05618,BU-0123,846,1313,181,12962,57199,30048,19522,415840,651,962752,554302
IMP-005619,AST-05619,BU-0077,89502,118388,25129,11016,1711651,674302,2203570,18055555,58348,104480646,25511519
IMP-005620,AST-05620,BU-0095,428798,645348,271239,12970,5693306,2163386,12904300,16762067,246586,60307565,53282650
IMP-005621,AST-05621,BU-0063,58329,108925,5556,3936,166021,116974,1917095,6924463,43817,6194470,11744309
IMP-005622,AST-05622,BU-0139,573288,898020,269778,5544,4015902,2335686,11817363,49240096,244554,71537073,89231305
IMP-005623,AST-05623,BU-0134,1983,3572,311,24459,2267306,1264100,29077,1639559,697,19451727,5286081
IMP-005624,AST-05624,BU-0082,179005,244640,49706,16429,711467,481811,4383473,26906126,80460,109156570,38403943
IMP-005625,AST-05625,BU-0045,7515,11293,1411,5624,13597,6181,223311,428081,3635,1555290,943613
IMP-005626,AST-05626,BU-0071,107189,177282,80146,19294,1296336,711802,2391920,10659563,84205,10601019,19394535
IMP-005627,AST-05627,BU-0098,2707,3456,355,11030,21618,16169,22325,250856,1457,290434,394267
IMP-005628,AST-05628,BU-0089,1314058,1796162,577541,22526,592601,207716,35876662,62716969,787859,36968144,143079377
IMP-005629,AST-05629,BU-0027,2374,3043,729,15376,132469,102095,28871,166235,1052,10813420,503431
IMP-005630,AST-05630,BU-0114,198814,322053,41180,24134,807821,243889,6381963,14369878,80596,31745769,29574003
IMP-005631,AST-05631,BU-0061,109134,185889,33500,21723,204282,93979,2927682,5771635,64104,10231814,13492414
IMP-005632,AST-05632,BU-0127,72337,125059,73029,6332,149993,77963,896960,3542178,34658,4758116,7741539
IMP-005633,AST-05633,BU-0005,27597,44743,5658,6456,1314832,832808,376265,2565012,14260,86079846,6168407
IMP-005634,AST-05634,BU-0086,10160,12864,302,22748,75070,58108,211896,501870,5380,805710,1155982
IMP-005635,AST-05635,BU-0147,2154,2900,1481,4097,36879,25877,34649,46245,904,96924,214731
IMP-005636,AST-05636,BU-0148,1266,1978,474,19325,19845,13030,28951,156063,511,179240,265835
IMP-005637,AST-05637,BU-0081,1468890,2398325,40134,21734,1673889,693107,16066618,48352475,874945,95196343,124386023
IMP-005638,AST-05638,BU-0022,285,538,9,17270,1152525,735599,6045,805100,154,7117775,2712190
IMP-005639,AST-05639,BU-0032,2009,3242,314,16681,1617296,1233013,17519,558255,1607,10735882,3504205
IMP-005640,AST-05640,BU-0123,896,1163,39,7525,64372,34080,13644,74300,403,1664849,214347
IMP-005641,AST-05641,BU-0031,57520,100234,13118,20619,306251,169516,572233,7102620,20202,4471108,10569354
IMP-005642,AST-05642,BU-0111,225925,427096,18150,17196,3246355,1127191,3279037,9279932,132828,32924645,27200969
IMP-005643,AST-05643,BU-0133,539895,846141,171764,18136,4727127,2644100,9902800,22697912,281846,33404918,60451087
IMP-005644,AST-05644,BU-0100,1496,2180,1538,19375,3195,1909,32832,43271,449,248982,135065
IMP-005645,AST-05645,BU-0065,94784,117282,66421,7519,3327279,1003105,867441,2164314,59588,14104011,10243328
IMP-005646,AST-05646,BU-0138,796233,967571,152238,15852,3167076,2096573,18812222,109539139,438700,44784355,156988952
IMP-005647,AST-05647,BU-0086,3861,5444,3131,10239,2654,1515,73765,745857,1269,795410,957578
IMP-005648,AST-05648,BU-0048,8654,16848,5191,23376,203937,146456,100815,561471,6633,1975809,1422222
IMP-005649,AST-05649,BU-0126,35743,69958,4738,13514,448713,150061,1349314,4122318,22812,4979897,7754136
IMP-005650,AST-05650,BU-0037,106705,208085,35224,5672,1253993,474119,1715367,9040801,85269,6235939,17513544
IMP-005651,AST-05651,BU-0133,297493,379185,121642,5476,3446926,2433125,4275450,22709524,142662,19402933,42087107
IMP-005652,AST-05652,BU-0076,1453096,2582754,312551,10467,9442320,7166386,37960159,73228059,1073447,74377150,190095571
IMP-005653,AST-05653,BU-0108,1105425,1810503,141382,3155,2558729,1081585,33060805,37160000,544751,98131423,117454573
IMP-005654,AST-05654,BU-0008,23164,41607,11630,17593,41530,25376,799928,681014,10226,1273245,2558046
IMP-005655,AST-05655,BU-0056,7118,14029,2879,8219,193528,70043,120378,2613129,4587,5075613,3336653
IMP-005656,AST-05656,BU-0139,2654,3832,819,5067,6392947,3837615,32166,6530956,1656,112309047,16886471
IMP-005657,AST-05657,BU-0030,69389,127910,6423,17230,280422,178905,2501169,5299629,31357,13116809,11336388
IMP-005658,AST-05658,BU-0136,1300514,1968409,692422,20253,6441646,4624677,31107555,113964768,751854,68951568,204072884
IMP-005659,AST-05659,BU-0102,273,524,51,5581,7460,2982,3205,90067,106,321938,116341
IMP-005660,AST-05660,BU-0009,781,1073,127,8812,319121,110099,12961,94217,499,1679534,562277
IMP-005661,AST-05661,BU-0117,11944,23459,3164,7783,3876503,1220214,384181,2689407,9116,17940888,8736485
IMP-005662,AST-05662,BU-0019,1426,1791,193,16351,207712,118585,15552,208582,634,11047614,593608
IMP-005663,AST-05663,BU-0082,1210913,2056207,543802,9316,12673778,5181226,31159020,152414041,632082,174905641,251320835
IMP-005664,AST-05664,BU-0137,836045,1405089,93762,9981,959280,508903,13970921,16855229,299938,69943800,66110231
IMP-005665,AST-05665,BU-0113,3615,5799,715,18618,910250,328608,106647,2255687,1175,32271215,3741083
IMP-005666,AST-05666,BU-0039,580465,733092,115606,14862,5600986,1964567,14051346,42120840,407607,104644909,81447553
IMP-005667,AST-05667,BU-0095,38730,69434,9702,10303,8955559,5014662,352919,6779514,23407,25652490,22778772
IMP-005668,AST-05668,BU-0002,788493,993247,197572,7567,15473915,10001776,5640127,13232720,371486,79086355,68384038
IMP-005669,AST-05669,BU-0105,221085,391678,67055,20127,3951043,1685994,7511370,6887588,87411,118813293,29503322
IMP-005670,AST-05670,BU-0091,307075,419521,286504,12994,9411935,6660186,7692964,15775496,222730,84826394,49895589
IMP-005671,AST-05671,BU-0118,151597,199186,7776,13747,9550677,6440428,1838684,4819332,110005,13540391,27437361
IMP-005672,AST-05672,BU-0053,61276,83291,826,15711,307165,193340,495197,2720625,32561,6720365,5716137
IMP-005673,AST-05673,BU-0086,4511,8368,833,19149,31340,24917,93540,245349,2368,811024,596811
IMP-005674,AST-05674,BU-0035,165986,226202,39751,16744,1759020,948882,1310762,10530969,98908,5300162,20018232
IMP-005675,AST-05675,BU-0018,10458,19329,2511,11115,478058,158502,315463,1650213,6569,8588542,3068643
IMP-005676,AST-05676,BU-0015,51310,64065,24222,15660,275665,202080,720372,4988845,17255,7646883,7748744
IMP-005677,AST-05677,BU-0137,406079,548365,175806,3067,6827469,2549479,8004365,47733046,206876,41751879,78450925
IMP-005678,AST-05678,BU-0074,69738,92474,86249,11084,443468,279893,958167,10358434,30062,8325061,14345587
IMP-005679,AST-05679,BU-0004,733299,1271477,174846,23314,13868318,9631759,6807019,40160670,335728,25490938,101158060
IMP-005680,AST-05680,BU-0119,44407,76520,19731,19952,2403943,806406,679260,12007139,34079,27992537,17752959
IMP-005681,AST-05681,BU-0033,4268,7531,601,7526,132198,84304,77983,216656,3152,14596767,692486
IMP-005682,AST-05682,BU-0041,706801,1403862,111503,5300,10243421,6970987,19004935,27574693,408112,40221657,97598227
IMP-005683,AST-05683,BU-0040,522418,1013460,345578,19886,10853243,4460509,7981833,44432888,225570,141149095,92397091
IMP-005684,AST-05684,BU-0098,214,394,4,12146,13422,5280,4873,86943,139,132628,119978
IMP-005685,AST-05685,BU-0118,234286,460082,281895,13588,4041610,1403543,4033287,38569619,133057,42419423,59371922
IMP-005686,AST-05686,BU-0040,481444,645898,97830,16146,2891611,1685990,9216960,58174276,355297,79659222,87568219
IMP-005687,AST-05687,BU-0121,9457,18851,1371,7246,18863,6608,315743,383557,4560,851080,1178566
IMP-005688,AST-05688,BU-0062,80202,109723,14773,15242,319356,236760,1780939,14019911,43671,17869406,19005091
IMP-005689,AST-05689,BU-0126,32169,45074,9781,6855,250398,120033,900844,3462724,10332,5258500,5825556
IMP-005690,AST-05690,BU-0061,110671,141435,73336,15219,636547,338968,1311363,10292375,49302,4576951,16047029
IMP-005691,AST-05691,BU-0047,9793,12888,0,6419,127985,44727,135570,1835967,4823,1311106,2453561
IMP-005692,AST-05692,BU-0034,104729,168912,36938,6848,101109,70319,1318388,16731323,50308,8900834,22311965
IMP-005693,AST-05693,BU-0006,2256,4464,570,21359,78539,46357,70223,219549,1546,3768919,522374
IMP-005694,AST-05694,BU-0052,35280,57448,25286,17706,251914,123148,398660,904179,16216,5423405,3081939
IMP-005695,AST-05695,BU-0009,28630,42387,3601,23537,406702,140781,349879,1449871,18214,3310527,3368122
IMP-005696,AST-05696,BU-0125,38807,66135,6034,22362,219703,165015,994538,3203870,27959,1547095,6176400
IMP-005697,AST-05697,BU-0023,5070,7012,523,20875,141550,45244,69823,1080716,2662,4260003,1506144
IMP-005698,AST-05698,BU-0126,72337,96811,22954,9939,0,0,763538,3291454,40345,2423748,6401410
IMP-005699,AST-05699,BU-0120,12403,24715,1385,22366,0,0,334212,3054277,6251,57057983,3983034
IMP-005700,AST-05700,BU-0084,2621,5206,94,19080,49474,33325,37283,493879,826,353622,738999
IMP-005701,AST-05701,BU-0027,12478,18615,1967,18678,196799,76362,232886,1616756,5696,3994626,2571530
IMP-005702,AST-05702,BU-0029,33782,49094,3087,13885,1815679,873852,588483,4515895,14890,3485172,8975252
IMP-005703,AST-05703,BU-0125,42892,56649,8732,21283,947036,657888,669371,2762758,30126,7175737,6405361
IMP-005704,AST-05704,BU-0017,9999,16914,1549,9304,117642,79415,270559,1326618,5018,2897591,2201719
IMP-005705,AST-05705,BU-0046,164,228,17,7171,100737,36331,4007,101940,52,827944,248504
IMP-005706,AST-05706,BU-0145,382149,645130,45593,4148,2089293,882795,6033888,19989183,162647,92546315,44523872
IMP-005707,AST-05707,BU-0089,298775,585310,156645,6859,6904788,2766325,7814412,27226480,104931,58775745,58916090
IMP-005708,AST-05708,BU-0020,48485,70232,12090,3005,1063165,439896,1206770,3921208,20418,10697054,8328697
IMP-005709,AST-05709,BU-0109,736950,1107390,563540,8519,16951782,10742535,11350059,142174984,437541,139885334,208360260
IMP-005710,AST-05710,BU-0091,14939,28098,5330,3837,3727159,1918538,172146,781849,9582,108415449,7279374
IMP-005711,AST-05711,BU-0036,111448,174925,18379,4212,2345946,1147305,2926622,7015618,73538,11216387,17652070
IMP-005712,AST-05712,BU-0041,973132,1941545,190092,23583,2821548,1423168,10515065,10004779,520749,68944157,71551732
IMP-005713,AST-05713,BU-0123,2489,4424,640,17563,26877,14083,79957,391835,1345,661610,619568
IMP-005714,AST-05714,BU-0092,539455,796785,209610,11257,182712,57619,15375988,61369743,274505,42784136,96318512
IMP-005715,AST-05715,BU-0127,22978,36461,13389,7869,1001570,416016,240010,3835599,8821,2092993,6381648
IMP-005716,AST-05716,BU-0080,26324,42301,2073,3673,10819136,5126817,509005,17109340,9725,98149703,34581595
IMP-005717,AST-05717,BU-0117,372101,582440,121478,21113,2065565,1608632,9163159,29355595,174751,48706948,56292989
IMP-005718,AST-05718,BU-0015,2368,4526,401,20475,384925,283798,44482,140276,1067,3676341,962506
IMP-005719,AST-05719,BU-0058,3505,6933,208,11490,830101,620463,115000,243867,1449,3690005,1976031
IMP-005720,AST-05720,BU-0132,135525,184197,80230,13498,1243781,391628,1321511,23828996,70365,41194571,31286874
IMP-005721,AST-05721,BU-0150,141,236,10,22390,3011,1229,1906,27625,103,116020,39445
IMP-005722,AST-05722,BU-0134,300799,363609,2775,15505,7226386,4335023,3023431,22994352,214260,44655907,46308583
IMP-005723,AST-05723,BU-0133,16527,32883,2628,14422,761786,553821,294233,1676825,12106,12942823,4078485
IMP-005724,AST-05724,BU-0135,9586,17707,1084,15538,1291318,674336,347508,1827644,6931,46954830,4566858
