risk_id,organization_id,business_unit_id,asset_id,vulnerability_id,threat_id,likelihood_score,impact_score,inherent_risk,control_effectiveness,residual_risk,incident_probability,single_loss_expectancy,annual_rate_of_occurrence,expected_annual_loss,value_at_risk,financial_exposure,risk_reduction_potential,current_security_spend,recommended_security_spend,risk_score
RISK-020107,ORG-001,BU-0004,AST-04619,VULN-026346,THREAT-04007,4.2,7.8,3.28,0.48,1.71,0.28,5106942,0.567,2895636,9473818,5737781,0.61,1086725,1153015,1.76
RISK-020108,ORG-008,BU-0047,AST-01883,VULN-015085,THREAT-04008,5.3,10,5.3,0.47,2.81,0.3533,236589,0.392,92743,139642,134636,1.04,111582,123187,3.01
RISK-020109,ORG-013,BU-0077,AST-09313,VULN-003229,THREAT-01501,5.0,10,5.0,0.34,3.3,0.3333,19869141,0.947,18816077,60653499,37012127,0.5,905285,950549,3.43
RISK-020110,ORG-007,BU-0038,AST-04891,VULN-020081,THREAT-02484,2.9,3.8,1.1,0.21,0.87,0.1933,1175585,0.205,240995,454925,377472,0.12,262429,265578,0.93
RISK-020111,ORG-018,BU-0113,AST-07059,VULN-013771,THREAT-02583,7.7,10,7.7,0.56,3.39,0.5133,9776084,0.514,5024907,16743204,10047868,1.28,344722,388846,3.13
RISK-020112,ORG-010,BU-0060,AST-06065,VULN-005150,THREAT-04830,2.9,10,2.9,0.47,1.54,0.1933,763817,0.1,76382,186291,132269,0.23,392951,401989,1.65
RISK-020113,ORG-009,BU-0054,AST-04382,VULN-011900,THREAT-04712,3.9,3.2,1.25,0.22,0.98,0.26,400317,0.158,63250,206378,125163,0.17,315293,320653,0.95
RISK-020114,ORG-002,BU-0009,AST-09050,VULN-013512,THREAT-00099,6.2,2.6,1.61,0.73,0.43,0.4133,16071,0.272,4371,10072,7393,0.2,59115,60297,0.46
RISK-020115,ORG-003,BU-0010,AST-06407,VULN-021370,THREAT-01763,5.0,9.3,4.65,0.83,0.79,0.3333,1852752,0.637,1180203,2505807,1931945,0.48,140421,147161,0.76
RISK-020116,ORG-011,BU-0065,AST-08671,VULN-019190,THREAT-02791,4.2,9.0,3.78,0.54,1.74,0.28,5222053,0.392,2047045,5772518,3778800,0.58,106242,112404,1.75
RISK-020117,ORG-002,BU-0008,AST-09833,VULN-000180,THREAT-04982,4.3,5.4,2.32,0.79,0.49,0.2867,191575,0.154,29503,63141,48445,0.2,115910,118228,0.51
RISK-020118,ORG-016,BU-0100,AST-07383,VULN-005955,THREAT-00952,3.2,10,3.2,0.27,2.34,0.2133,97916,0.265,25948,83907,51120,0.26,86115,88354,2.14
RISK-020119,ORG-021,BU-0125,AST-05264,VULN-010640,THREAT-01972,4.7,2.5,1.18,0.63,0.44,0.3133,208235,0.738,153677,410141,276719,0.13,354533,359142,0.41
RISK-020120,ORG-011,BU-0064,AST-09785,VULN-003633,THREAT-04464,2.5,10,2.5,0.3,1.75,0.1667,2726793,0.201,548085,1137094,889213,0.25,415954,426353,1.89
RISK-020121,ORG-014,BU-0086,AST-05673,VULN-012498,THREAT-00229,3.4,9.3,3.16,0.5,1.58,0.2267,207018,0.546,113032,325590,210709,0.59,15770,16700,1.51
RISK-020122,ORG-024,BU-0146,AST-06197,VULN-016009,THREAT-04291,4.2,10,4.2,0.46,2.27,0.28,18418324,0.675,12432369,42337250,25133544,0.57,917936,970258,2.3
RISK-020123,ORG-011,BU-0066,AST-09217,VULN-028918,THREAT-04599,3.5,8.2,2.87,0.72,0.8,0.2333,1073240,0.284,304800,566177,474653,0.4,431812,449084,0.86
RISK-020124,ORG-022,BU-0132,AST-07907,VULN-002473,THREAT-03899,3.0,2.9,0.87,0.79,0.18,0.2,492955,0.529,260773,505841,412525,0.05,180803,181707,0.19
RISK-020125,ORG-021,BU-0128,AST-09611,VULN-006368,THREAT-00822,2.3,2.1,0.48,0.77,0.11,0.1533,10749,0.112,1204,2551,1969,0.04,204923,205743,0.12
RISK-020126,ORG-024,BU-0145,AST-02096,VULN-015989,THREAT-04825,4.9,8.3,4.07,0.61,1.59,0.3267,15149228,0.497,7529166,12652973,11325058,0.71,1056251,1131245,1.47
RISK-020127,ORG-025,BU-0149,AST-00638,VULN-025664,THREAT-03819,3.9,10,3.9,0.63,1.44,0.26,68433,0.411,28126,76732,51146,0.45,124548,130153,1.51
RISK-020128,ORG-012,BU-0074,AST-03169,VULN-023565,THREAT-04983,5.6,10,5.6,0.29,3.98,0.3733,5639081,1.036,5842088,16617715,10827402,0.35,138829,143688,4.06
RISK-020129,ORG-013,BU-0078,AST-06146,VULN-011700,THREAT-01477,3.1,8.5,2.64,0.29,1.87,0.2067,25289201,0.261,6600481,17309817,11793426,0.17,1324815,1347337,2.04
RISK-020130,ORG-002,BU-0006,AST-01227,VULN-017576,THREAT-04663,4.1,10,4.1,0.69,1.27,0.2733,611633,0.465,284409,554379,450723,0.32,485525,501062,1.39
RISK-020131,ORG-008,BU-0050,AST-06568,VULN-010404,THREAT-03214,2.1,3.4,0.71,0.28,0.51,0.14,29632,0.343,10164,21098,16493,0.06,74712,75160,0.56
RISK-020132,ORG-021,BU-0125,AST-08024,VULN-017566,THREAT-04092,3.8,8.3,3.15,0.24,2.39,0.2533,735558,0.237,174327,278755,257954,0.32,223354,230501,2.54
RISK-020133,ORG-022,BU-0129,AST-09335,VULN-001612,THREAT-04488,4.2,3.1,1.3,0.4,0.78,0.28,2359846,0.289,681995,2372427,1393723,0.16,1376004,1398020,0.76
RISK-020134,ORG-011,BU-0062,AST-06289,VULN-028979,THREAT-04062,0.8,10,0.8,0.38,0.5,0.0533,1753356,0.124,217416,410650,340611,0.13,396434,401588,0.54
RISK-020135,ORG-023,BU-0137,AST-05677,VULN-007267,THREAT-00935,3.5,9.2,3.22,0.62,1.22,0.2333,19124076,0.64,12239409,40709819,24452355,0.42,180927,188526,1.12
RISK-020136,ORG-019,BU-0118,AST-02876,VULN-000228,THREAT-03729,3.7,4.3,1.59,0.38,0.99,0.2467,2851646,0.141,402082,1149825,747030,0.24,1040532,1065505,0.9
RISK-020137,ORG-024,BU-0145,AST-06764,VULN-022998,THREAT-04968,3.5,9.1,3.18,0.6,1.27,0.2333,58208651,0.54,31432672,80129015,55471376,0.61,239826,254455,1.16
RISK-020138,ORG-001,BU-0003,AST-06500,VULN-023521,THREAT-03022,4.6,8.9,4.09,0.32,2.78,0.3067,12793029,0.546,6984994,15499490,11634841,0.5,1135353,1192121,2.51
RISK-020139,ORG-005,BU-0027,AST-01297,VULN-006796,THREAT-00245,3.8,8.9,3.38,0.5,1.69,0.2533,2067105,0.239,494038,1245539,867700,0.31,196568,202662,1.78
RISK-020140,ORG-019,BU-0119,AST-04157,VULN-024158,THREAT-01845,7.3,4.0,2.92,0.29,2.07,0.4867,2567255,0.369,947317,2094421,1575643,0.2,943755,962630,2.05
RISK-020141,ORG-015,BU-0092,AST-02833,VULN-017175,THREAT-03643,2.7,10,2.7,0.56,1.19,0.18,11635362,0.284,3304443,8886065,5970262,0.29,467899,481468,1.22
RISK-020142,ORG-003,BU-0016,AST-07683,VULN-028456,THREAT-03156,2.1,9.3,1.95,0.85,0.29,0.14,916929,0.245,224648,351795,330186,0.11,67367,68108,0.26
RISK-020143,ORG-024,BU-0146,AST-01722,VULN-017201,THREAT-01263,4.1,10,4.1,0.4,2.46,0.2733,22945941,0.405,9293106,16832199,14342766,0.37,576794,598135,2.23
RISK-020144,ORG-007,BU-0040,AST-03813,VULN-022089,THREAT-02081,0.6,4.7,0.28,0.55,0.13,0.04,5800398,0.071,411828,1235558,782495,0.04,357978,359410,0.14
RISK-020145,ORG-002,BU-0008,AST-02326,VULN-019973,THREAT-03772,1.8,7.9,1.42,0.58,0.6,0.12,378582,0.3,113575,220483,179720,0.19,381792,389046,0.57
RISK-020146,ORG-010,BU-0058,AST-08125,VULN-006306,THREAT-04068,1.2,8.6,1.03,0.42,0.6,0.08,2482693,0.19,471712,1642430,964441,0.17,376962,383370,0.56
RISK-020147,ORG-003,BU-0013,AST-04397,VULN-026028,THREAT-00407,2.7,4.3,1.16,0.48,0.6,0.18,82226,0.414,34042,107881,66406,0.09,478050,482352,0.55
RISK-020148,ORG-006,BU-0033,AST-03010,VULN-000544,THREAT-02372,0.4,10,0.4,0.52,0.19,0.0267,1183023,0.049,57968,175007,110470,0.05,251410,252667,0.21
RISK-020149,ORG-003,BU-0014,AST-07055,VULN-029073,THREAT-02880,1.0,8.9,0.89,0.61,0.35,0.0667,2259016,0.115,259787,689012,466491,0.15,57634,58499,0.37
RISK-020150,ORG-003,BU-0012,AST-09048,VULN-008160,THREAT-04849,1.1,3.9,0.43,0.83,0.07,0.0733,768664,0.098,75329,125756,113056,0.03,363403,364493,0.07
RISK-020151,ORG-009,BU-0052,AST-09091,VULN-024757,THREAT-04200,2.9,9.5,2.75,0.2,2.2,0.1933,2003850,0.381,763467,2308429,1455996,0.28,99662,102453,2.18
RISK-020152,ORG-005,BU-0026,AST-00661,VULN-010692,THREAT-01921,6.6,10,6.6,0.36,4.22,0.44,1179160,1.058,1247551,3460376,2285664,0.53,354926,373737,4.19
RISK-020153,ORG-024,BU-0140,AST-07627,VULN-010531,THREAT-04366,0.5,4.7,0.24,0.57,0.1,0.0333,6721354,0.1,672135,1783875,1207298,0.03,159363,159841,0.11
RISK-020154,ORG-013,BU-0080,AST-08503,VULN-016023,THREAT-00269,5.8,4.8,2.78,0.83,0.47,0.3867,4642092,0.596,2766687,7925951,5144472,0.24,1176452,1204687,0.45
RISK-020155,ORG-005,BU-0027,AST-00982,VULN-000681,THREAT-01411,4.6,5.5,2.53,0.7,0.76,0.3067,957545,0.211,202042,398002,321443,0.26,94960,97429,0.68
RISK-020156,ORG-014,BU-0088,AST-03350,VULN-011122,THREAT-02311,0.8,9.0,0.72,0.27,0.53,0.0533,68907,0.096,6615,20387,12731,0.11,136123,137620,0.48
RISK-020157,ORG-019,BU-0118,AST-03134,VULN-019207,THREAT-02549,3.5,4.5,1.57,0.45,0.86,0.2333,0,0.274,0,0,0,0.12,949562,960957,0.9
RISK-020158,ORG-018,BU-0111,AST-09536,VULN-020503,THREAT-03235,3.0,10,3.0,0.23,2.31,0.2,10362405,0.312,3233070,8673368,5835080,0.17,926838,942594,2.31
RISK-020159,ORG-015,BU-0089,AST-01245,VULN-021764,THREAT-00301,3.7,2.7,1.0,0.72,0.28,0.2467,2297998,0.347,797405,2631326,1586803,0.08,1423676,1435065,0.31
RISK-020160,ORG-014,BU-0088,AST-03817,VULN-012898,THREAT-02140,6.0,9.2,5.52,0.56,2.43,0.4,226512,0.846,191629,403944,312812,0.92,118197,129071,2.45
RISK-020161,ORG-010,BU-0058,AST-03146,VULN-008767,THREAT-01254,2.4,3.3,0.79,0.33,0.53,0.16,307934,0.389,119786,278561,203354,0.06,413230,415709,0.54
RISK-020162,ORG-020,BU-0124,AST-09430,VULN-002338,THREAT-04334,4.5,5.1,2.29,0.44,1.28,0.3,70580,0.338,23856,61106,42188,0.29,72530,74633,1.21
RISK-020163,ORG-013,BU-0076,AST-09476,VULN-012178,THREAT-04504,3.3,7.8,2.57,0.41,1.52,0.22,8669704,0.321,2782975,6932362,4862684,0.33,1188177,1227387,1.42
RISK-020164,ORG-008,BU-0045,AST-02394,VULN-011778,THREAT-01258,3.0,9.3,2.79,0.37,1.76,0.2,147965,0.49,72503,224348,139807,0.34,46364,47940,1.9
RISK-020165,ORG-020,BU-0122,AST-01195,VULN-002123,THREAT-04179,3.0,9.1,2.73,0.74,0.71,0.2,197048,0.298,58720,199926,118698,0.16,125317,127322,0.67
RISK-020166,ORG-014,BU-0088,AST-08926,VULN-019526,THREAT-03356,6.9,8.9,6.14,0.84,0.98,0.46,173102,1.261,218282,459388,356098,0.42,121689,126800,1.03
RISK-020167,ORG-006,BU-0036,AST-09992,VULN-002064,THREAT-04878,2.3,3.0,0.69,0.61,0.27,0.1533,40277,0.231,9304,27928,17682,0.06,304650,306478,0.28
RISK-020168,ORG-024,BU-0141,AST-04937,VULN-025949,THREAT-03579,5.9,10,5.9,0.49,3.01,0.3933,43730194,1.011,44211226,90205358,71272833,0.54,784105,826447,3.15
RISK-020169,ORG-002,BU-0008,AST-08545,VULN-015119,THREAT-00896,2.3,8.8,2.02,0.46,1.09,0.1533,423298,0.141,59685,191719,117201,0.33,279273,288489,1.17
RISK-020170,ORG-016,BU-0102,AST-06950,VULN-006990,THREAT-04889,3.2,10,3.2,0.5,1.6,0.2133,58981,0.378,22295,63146,41239,0.3,120061,123663,1.49
RISK-020171,ORG-002,BU-0006,AST-09337,VULN-027771,THREAT-00021,3.2,10,3.2,0.68,1.02,0.2133,537768,0.366,196823,494026,345031,0.36,77924,80729,0.96
RISK-020172,ORG-007,BU-0040,AST-07718,VULN-005772,THREAT-03353,8.9,9.1,8.1,0.5,4.05,0.5933,29449598,1.159,34132084,94757494,62559332,1.37,677424,770231,4.45
RISK-020173,ORG-022,BU-0134,AST-07362,VULN-013177,THREAT-02635,3.7,5.5,2.04,0.22,1.59,0.2467,1600133,0.54,864072,2555299,1630662,0.12,1158363,1172263,1.72
RISK-020174,ORG-016,BU-0097,AST-08773,VULN-027952,THREAT-01576,2.6,10,2.6,0.35,1.69,0.1733,50334,0.135,6795,19044,12508,0.45,42709,44631,1.83
RISK-020175,ORG-005,BU-0026,AST-06677,VULN-025034,THREAT-00268,5.4,8.4,4.54,0.44,2.54,0.36,1716806,0.946,1624098,2826531,2472057,0.45,351022,366818,2.65
RISK-020176,ORG-005,BU-0031,AST-08117,VULN-009629,THREAT-00986,6.0,8.3,4.98,0.47,2.64,0.4,1903899,0.66,1256573,4306498,2548522,0.59,74295,78678,2.82
RISK-020177,ORG-014,BU-0085,AST-08894,VULN-027686,THREAT-03037,3.3,10,3.3,0.27,2.41,0.22,162907,0.177,28835,77655,52132,0.46,47800,49999,2.51
RISK-020178,ORG-015,BU-0089,AST-01616,VULN-021470,THREAT-03923,3.8,10,3.8,0.22,2.96,0.2533,6885387,0.321,2210209,3583839,3285361,0.22,911055,931098,2.84
RISK-020179,ORG-025,BU-0151,AST-02647,VULN-012392,THREAT-01211,0.1,5.4,0.05,0.32,0.03,0.0067,15437,0.016,247,572,419,0.01,147804,147952,0.03
RISK-020180,ORG-016,BU-0098,AST-08424,VULN-004649,THREAT-04254,3.4,4.9,1.67,0.84,0.27,0.2267,10307,0.198,2041,5561,3709,0.17,146848,149344,0.27
RISK-020181,ORG-023,BU-0139,AST-01153,VULN-008820,THREAT-00899,0.8,3.1,0.25,0.54,0.11,0.0533,5355969,0.145,776616,1595151,1255161,0.04,375828,377331,0.1
RISK-020182,ORG-017,BU-0104,AST-05176,VULN-020974,THREAT-01359,3.2,8.6,2.75,0.7,0.83,0.2133,30791017,0.183,5634756,10778829,8868405,0.2,894617,912509,0.82
RISK-020183,ORG-018,BU-0112,AST-03539,VULN-024501,THREAT-00842,5.7,9.6,5.47,0.58,2.3,0.38,4962633,1.139,5652439,13824492,9799787,0.69,1135755,1214122,2.13
RISK-020184,ORG-005,BU-0028,AST-00726,VULN-002400,THREAT-04524,4.2,10,4.2,0.67,1.39,0.28,863945,0.695,600442,1672164,1102091,0.5,496424,521245,1.34
RISK-020185,ORG-010,BU-0060,AST-06821,VULN-015842,THREAT-04960,2.6,2.8,0.73,0.34,0.48,0.1733,533872,0.458,244513,589443,421346,0.06,58204,58553,0.45
RISK-020186,ORG-005,BU-0029,AST-00771,VULN-002966,THREAT-04701,1.3,9.9,1.29,0.81,0.25,0.0867,3515005,0.131,460466,1474931,902945,0.09,101735,102651,0.25
RISK-020187,ORG-025,BU-0151,AST-02594,VULN-022941,THREAT-00670,7.0,2.2,1.54,0.84,0.25,0.4667,7290,1.322,9637,20609,15820,0.1,90848,91756,0.25
RISK-020188,ORG-021,BU-0127,AST-04341,VULN-029127,THREAT-02792,2.4,5.4,1.3,0.31,0.9,0.16,310775,0.214,66506,207205,128668,0.18,318749,324486,0.87
RISK-020189,ORG-005,BU-0026,AST-08129,VULN-026400,THREAT-02498,2.8,4.0,1.12,0.65,0.39,0.1867,133844,0.094,12581,20495,18730,0.12,432283,437470,0.42
RISK-020190,ORG-013,BU-0082,AST-09697,VULN-026925,THREAT-01114,2.9,10,2.9,0.46,1.57,0.1933,16812818,0.563,9465617,25130933,17004897,0.29,357330,367693,1.71
RISK-020191,ORG-020,BU-0121,AST-00828,VULN-005540,THREAT-01972,0.8,2.3,0.18,0.25,0.14,0.0533,16775,0.037,621,1816,1166,0.02,119128,119366,0.14
RISK-020192,ORG-016,BU-0100,AST-07517,VULN-026210,THREAT-01972,7.7,10,7.7,0.71,2.23,0.5133,90403,1.123,101523,177590,154800,0.9,64483,70286,2.3
RISK-020193,ORG-005,BU-0026,AST-05104,VULN-011194,THREAT-03885,2.2,9.2,2.02,0.35,1.31,0.1467,4076055,0.371,1512216,2402225,2232884,0.26,214121,219688,1.43
RISK-020194,ORG-024,BU-0141,AST-03516,VULN-005414,THREAT-03890,4.0,9.6,3.84,0.6,1.54,0.2667,53530161,0.523,27996274,50358892,43103942,0.53,986239,1038510,1.59
RISK-020195,ORG-019,BU-0118,AST-05138,VULN-017987,THREAT-00880,1.4,4.0,0.56,0.58,0.24,0.0933,110069,0.138,15190,23330,22189,0.06,473226,476065,0.23
RISK-020196,ORG-024,BU-0145,AST-09977,VULN-009297,THREAT-04447,0.6,4.6,0.28,0.36,0.18,0.04,3892160,0.118,459275,1343654,862371,0.03,555863,557531,0.16
RISK-020197,ORG-003,BU-0012,AST-03387,VULN-020282,THREAT-00695,7.7,9.0,6.93,0.3,4.85,0.5133,646811,1.476,954693,2807727,1797011,0.89,293255,319355,4.57
RISK-020198,ORG-012,BU-0069,AST-09563,VULN-020374,THREAT-00874,5.3,5.7,3.02,0.72,0.85,0.3533,613990,0.388,238228,408027,360636,0.41,283130,294738,0.87
RISK-020199,ORG-011,BU-0068,AST-08475,VULN-016374,THREAT-01656,3.8,8.6,3.27,0.8,0.65,0.2533,2525109,0.329,830761,1838762,1382390,0.36,174312,180587,0.67
RISK-020200,ORG-004,BU-0019,AST-03701,VULN-001479,THREAT-02349,2.4,9.6,2.3,0.83,0.39,0.16,3288379,0.41,1348235,2556349,2115140,0.11,168549,170403,0.4
RISK-020201,ORG-002,BU-0009,AST-01080,VULN-023022,THREAT-03025,4.0,10,4.0,0.43,2.28,0.2667,1429474,0.496,709019,1562538,1177780,0.61,485705,515333,2.05
RISK-020202,ORG-014,BU-0086,AST-09408,VULN-029198,THREAT-02912,7.0,10,7.0,0.42,4.06,0.4667,53942,1.02,55021,174238,107292,1.26,140322,158003,3.83
RISK-020203,ORG-020,BU-0123,AST-04262,VULN-012069,THREAT-02678,0.5,8.2,0.41,0.66,0.14,0.0333,280076,0.051,14284,42298,26973,0.05,142087,142797,0.14
RISK-020204,ORG-022,BU-0132,AST-08645,VULN-014216,THREAT-03627,3.5,9.1,3.18,0.21,2.51,0.2333,2918126,0.283,825830,1851356,1381237,0.41,623205,648756,2.72
RISK-020205,ORG-005,BU-0029,AST-07008,VULN-006159,THREAT-01880,1.6,10,1.6,0.37,1.01,0.1067,850799,0.266,226313,491576,373786,0.27,436672,448462,1.08
RISK-020206,ORG-014,BU-0084,AST-09318,VULN-018226,THREAT-00972,2.2,9.8,2.16,0.78,0.48,0.1467,223621,0.292,65297,159621,113183,0.27,26086,26790,0.46
RISK-020207,ORG-019,BU-0120,AST-08020,VULN-010021,THREAT-03666,1.4,2.4,0.34,0.35,0.22,0.0933,734308,0.128,93991,185362,149600,0.03,589889,591659,0.24
RISK-020208,ORG-008,BU-0043,AST-02609,VULN-018880,THREAT-03154,5.2,8.4,4.37,0.79,0.92,0.3467,223129,0.207,46188,76127,69026,0.55,118324,124832,0.93
RISK-020209,ORG-001,BU-0004,AST-09175,VULN-029149,THREAT-03253,0.8,4.4,0.35,0.4,0.21,0.0533,1190287,0.084,99984,251431,175413,0.03,1347222,1351264,0.21
RISK-020210,ORG-005,BU-0028,AST-02243,VULN-009238,THREAT-03150,3.5,5.0,1.75,0.79,0.37,0.2333,682433,0.541,369196,1285183,754751,0.23,123238,126072,0.36
RISK-020211,ORG-001,BU-0005,AST-01821,VULN-015353,THREAT-01128,2.7,9.5,2.57,0.45,1.41,0.18,30049055,0.3,9014716,25737409,16735939,0.44,1183518,1235593,1.27
RISK-020212,ORG-003,BU-0014,AST-04309,VULN-029247,THREAT-04231,5.3,8.1,4.29,0.72,1.2,0.3533,1437940,1.041,1496896,3097814,2426240,0.31,333914,344265,1.17
RISK-020213,ORG-015,BU-0091,AST-08975,VULN-027213,THREAT-02188,1.2,9.0,1.08,0.82,0.19,0.08,16751446,0.178,2981757,5936749,4762782,0.12,537827,544281,0.2
RISK-020214,ORG-004,BU-0020,AST-05708,VULN-027385,THREAT-04832,5.1,9.4,4.79,0.45,2.63,0.34,1071730,0.464,497283,1072999,819183,0.84,362122,392540,2.55
RISK-020215,ORG-022,BU-0132,AST-09047,VULN-012293,THREAT-03497,2.6,4.5,1.17,0.23,0.9,0.1733,1032575,0.434,448138,1180123,802175,0.1,634612,640958,0.87
RISK-020216,ORG-004,BU-0025,AST-06898,VULN-012206,THREAT-03026,8.8,5.5,4.84,0.77,1.11,0.5867,1011125,1.318,1332663,3382791,2347500,0.58,208317,220399,1.05
RISK-020217,ORG-009,BU-0056,AST-07085,VULN-025709,THREAT-01935,1.7,8.7,1.48,0.26,1.1,0.1133,1682508,0.202,339867,1130623,679054,0.1,486858,491727,1.19
RISK-020218,ORG-018,BU-0111,AST-02411,VULN-007920,THREAT-01369,5.2,10,5.2,0.37,3.28,0.3467,2716850,1.008,2738585,8828505,5387136,0.76,981583,1056183,3.21
RISK-020219,ORG-023,BU-0138,AST-07524,VULN-000206,THREAT-00362,2.0,10,2.0,0.24,1.52,0.1333,12047680,0.335,4035973,13963109,8224906,0.25,812500,832812,1.56
RISK-020220,ORG-025,BU-0147,AST-06644,VULN-027034,THREAT-01973,2.1,10,2.1,0.26,1.55,0.14,81556,0.229,18676,46912,32750,0.2,90942,92761,1.65
RISK-020221,ORG-016,BU-0102,AST-05469,VULN-001527,THREAT-01883,6.3,9.0,5.67,0.36,3.63,0.42,110951,1.173,130146,408134,252586,0.41,135250,140795,3.48
RISK-020222,ORG-013,BU-0076,AST-02837,VULN-020316,THREAT-02824,1.9,5.1,0.97,0.51,0.48,0.1267,1936382,0.157,304012,878921,567688,0.11,359955,363915,0.48
RISK-020223,ORG-015,BU-0091,AST-01150,VULN-019010,THREAT-04992,3.4,8.9,3.03,0.72,0.85,0.2267,25570749,0.328,8387206,13203138,12348147,0.41,1155970,1203365,0.85
RISK-020224,ORG-017,BU-0104,AST-03286,VULN-015722,THREAT-00234,6.4,10,6.4,0.48,3.33,0.4267,59076619,0.265,15655304,43878223,28818771,1.15,1272488,1418824,3.2
RISK-020225,ORG-007,BU-0039,AST-07236,VULN-024899,THREAT-01530,4.2,10,4.2,0.44,2.35,0.28,12229880,0.312,3815723,8682747,6420547,0.51,792361,832771,2.46
RISK-020226,ORG-009,BU-0056,AST-05246,VULN-009846,THREAT-01998,6.3,8.8,5.54,0.24,4.21,0.42,929044,1.036,962490,1530571,1421661,0.77,429007,462041,4.37
RISK-020227,ORG-007,BU-0041,AST-00226,VULN-025993,THREAT-04125,3.6,9.0,3.24,0.81,0.62,0.24,13757706,0.258,3549488,11311367,6942898,0.36,797584,826297,0.59
RISK-020228,ORG-010,BU-0059,AST-08066,VULN-026817,THREAT-04072,0.5,4.1,0.2,0.71,0.06,0.0333,70267,0.087,6113,13449,10148,0.02,259344,259863,0.06
RISK-020229,ORG-008,BU-0047,AST-03429,VULN-002852,THREAT-00449,3.5,8.9,3.12,0.64,1.12,0.2333,126348,0.221,27923,88567,54493,0.41,27486,28613,1.14
RISK-020230,ORG-007,BU-0042,AST-06952,VULN-007828,THREAT-01599,5.1,5.3,2.7,0.22,2.11,0.34,8714477,0.969,8444328,26577441,16417560,0.37,683351,708635,2.12
RISK-020231,ORG-003,BU-0015,AST-09643,VULN-011746,THREAT-04071,0.1,4.8,0.05,0.53,0.02,0.0067,72188,0.005,361,815,606,0.01,258561,258820,0.02
RISK-020232,ORG-010,BU-0058,AST-04569,VULN-002457,THREAT-01081,4.1,8.9,3.65,0.84,0.58,0.2733,1400257,0.155,217040,352790,322877,0.28,392669,403664,0.56
RISK-020233,ORG-009,BU-0052,AST-06537,VULN-007511,THREAT-03405,1.5,2.9,0.43,0.28,0.31,0.1,334685,0.22,73631,163887,122797,0.06,195200,196371,0.34
RISK-020234,ORG-004,BU-0019,AST-00270,VULN-026480,THREAT-01163,4.9,8.8,4.31,0.23,3.32,0.3267,1836710,0.94,1726507,3908449,2899042,0.46,65058,68051,3.12
RISK-020235,ORG-006,BU-0035,AST-00386,VULN-017320,THREAT-01431,4.5,10,4.5,0.6,1.8,0.3,2950153,0.388,1144659,2415858,1869416,0.76,197882,212921,1.66
RISK-020236,ORG-001,BU-0003,AST-04305,VULN-022637,THREAT-03712,1.0,8.4,0.84,0.3,0.59,0.0667,9507209,0.097,922199,1809853,1465155,0.05,311347,312904,0.58
RISK-020237,ORG-022,BU-0133,AST-09940,VULN-021449,THREAT-04364,4.4,10,4.4,0.32,2.99,0.2933,13591045,0.828,11253385,19687032,17159495,0.53,957184,1007915,3.09
RISK-020238,ORG-010,BU-0061,AST-08572,VULN-011160,THREAT-04746,3.9,9.9,3.86,0.53,1.81,0.26,2210529,0.516,1140633,3115548,2075297,0.4,380488,395708,1.68
RISK-020239,ORG-022,BU-0134,AST-07362,VULN-029361,THREAT-02564,3.4,5.6,1.9,0.27,1.39,0.2267,2808909,0.593,1665683,4607046,3047797,0.15,760939,772353,1.35
RISK-020240,ORG-010,BU-0060,AST-04755,VULN-016630,THREAT-04874,2.7,7.4,2.0,0.49,1.02,0.18,522631,0.361,188670,391586,306146,0.35,359088,371656,0.94
RISK-020241,ORG-020,BU-0123,AST-04374,VULN-007490,THREAT-00306,2.8,10,2.8,0.36,1.79,0.1867,188511,0.344,64848,169344,115651,0.3,22292,22961,1.87
RISK-020242,ORG-006,BU-0033,AST-06539,VULN-022673,THREAT-03479,4.9,10,4.9,0.81,0.93,0.3267,1578858,0.53,836795,2675467,1639435,0.28,401596,412841,0.9
RISK-020243,ORG-007,BU-0039,AST-01624,VULN-027910,THREAT-02497,1.7,10,1.7,0.54,0.78,0.1133,21892225,0.214,4684936,7590096,6961965,0.14,760021,770661,0.75
RISK-020244,ORG-002,BU-0009,AST-03834,VULN-000219,THREAT-01518,0.1,9.7,0.1,0.77,0.02,0.0067,1133232,0.011,12466,30559,21634,0.01,295265,295560,0.02
RISK-020245,ORG-022,BU-0133,AST-01402,VULN-020980,THREAT-01018,5.3,8.5,4.5,0.42,2.61,0.3533,5511344,0.963,5307424,15592755,9985250,0.65,1041892,1109615,2.63
RISK-020246,ORG-009,BU-0052,AST-01013,VULN-009720,THREAT-02709,2.7,5.9,1.59,0.5,0.8,0.18,713200,0.128,91290,269373,172102,0.16,410197,416760,0.77
RISK-020247,ORG-025,BU-0148,AST-00705,VULN-022593,THREAT-00368,0.2,9.8,0.2,0.46,0.11,0.0133,82391,0.031,2554,4876,4017,0.02,61815,61939,0.1
RISK-020248,ORG-012,BU-0073,AST-00461,VULN-008748,THREAT-02279,4.7,9.0,4.23,0.37,2.66,0.3133,5321628,0.911,4848003,11359759,8255931,0.35,342340,354322,2.72
RISK-020249,ORG-022,BU-0132,AST-08276,VULN-015133,THREAT-00821,2.7,5.1,1.38,0.56,0.61,0.18,989671,0.307,303829,914855,578286,0.24,268496,274940,0.63
