asset_control_id,asset_id,control_id,enabled,coverage_percentage,effectiveness_score,last_verified,configuration_score,control_failure_count,residual_risk
AC-029480,AST-05346,CTRL-0199,True,75,0.63,2026-06-17,0.91,2,2.66
AC-029481,AST-05346,CTRL-0205,True,69,0.68,2026-06-27,0.69,3,2.39
AC-029482,AST-05346,CTRL-0204,True,84,0.41,2026-08-22,0.63,3,3.93
AC-029483,AST-05346,CTRL-0202,True,60,0.76,2026-07-23,0.6,3,2.84
AC-029484,AST-05346,CTRL-0190,True,67,0.89,2026-06-29,0.65,3,2.37
AC-029485,AST-05347,CTRL-0334,True,63,0.62,2026-07-02,0.88,0,1.25
AC-029486,AST-05347,CTRL-0335,False,0,0.0,2026-07-08,0.14,3,2.41
AC-029487,AST-05347,CTRL-0341,True,61,0.89,2026-09-02,0.53,2,1.21
AC-029488,AST-05348,CTRL-0356,True,90,0.76,2026-06-07,0.77,2,1.05
AC-029489,AST-05348,CTRL-0367,True,81,0.4,2026-07-19,0.81,2,2.95
AC-029490,AST-05348,CTRL-0373,True,72,0.76,2026-07-06,0.61,2,1.93
AC-029491,AST-05349,CTRL-0344,True,75,0.54,2026-06-11,0.58,1,3.89
AC-029492,AST-05349,CTRL-0349,True,72,0.81,2026-08-16,0.58,2,2.9
AC-029493,AST-05349,CTRL-0346,True,70,0.37,2026-08-28,0.6,2,4.87
AC-029494,AST-05349,CTRL-0347,True,68,0.8,2026-06-08,0.56,2,2.77
AC-029495,AST-05350,CTRL-0324,True,84,0.83,2026-07-31,0.95,1,1.85
AC-029496,AST-05350,CTRL-0319,True,67,0.57,2026-06-12,0.9,2,3.2
AC-029497,AST-05350,CTRL-0315,True,80,0.66,2026-08-18,0.6,0,2.78
AC-029498,AST-05350,CTRL-0318,True,67,0.75,2026-06-21,0.54,2,2.57
AC-029499,AST-05350,CTRL-0306,False,0,0.0,2026-07-04,0.0,2,6.38
AC-029500,AST-05350,CTRL-0303,True,81,0.87,2026-06-26,0.53,1,1.74
AC-029501,AST-05350,CTRL-0320,True,91,0.8,2026-06-06,0.91,0,1.11
AC-029502,AST-05351,CTRL-0286,True,70,0.42,2026-07-23,0.68,2,1.69
AC-029503,AST-05351,CTRL-0281,False,0,0.0,2026-07-11,0.27,4,3.11
AC-029504,AST-05351,CTRL-0280,True,65,0.84,2026-06-17,0.68,1,1.39
AC-029505,AST-05351,CTRL-0274,False,0,0.0,2026-07-09,0.22,8,2.5
AC-029506,AST-05351,CTRL-0291,True,85,0.67,2026-06-17,0.52,3,1.4
AC-029507,AST-05352,CTRL-0209,True,85,0.53,2026-06-14,0.64,3,4.89
AC-029508,AST-05352,CTRL-0212,True,61,0.4,2026-08-07,0.76,2,6.35
AC-029509,AST-05352,CTRL-0211,False,0,0.0,2026-08-14,0.05,1,9.32
AC-029510,AST-05352,CTRL-0220,True,75,0.61,2026-06-15,0.73,2,4.3
AC-029511,AST-05352,CTRL-0216,True,91,0.32,2026-07-19,0.72,1,6.28
AC-029512,AST-05352,CTRL-0217,True,69,0.33,2026-08-05,0.69,3,7.15
AC-029513,AST-05352,CTRL-0215,False,0,0.0,2026-06-22,0.25,8,9.39
AC-029514,AST-05353,CTRL-0279,False,0,0.0,2026-06-07,0.27,5,4.04
AC-029515,AST-05353,CTRL-0276,True,90,0.66,2026-06-20,0.99,0,1.28
AC-029516,AST-05353,CTRL-0278,True,95,0.54,2026-07-21,0.66,1,1.83
AC-029517,AST-05353,CTRL-0274,False,0,0.0,2026-07-18,0.15,2,3.98
AC-029518,AST-05354,CTRL-0023,False,0,0.0,2026-06-24,0.28,5,8.37
AC-029519,AST-05354,CTRL-0027,True,88,0.58,2026-06-21,0.78,2,3.86
AC-029520,AST-05354,CTRL-0025,False,0,0.0,2026-06-28,0.29,2,9.81
AC-029521,AST-05354,CTRL-0024,True,86,0.6,2026-06-08,0.59,2,4.8
AC-029522,AST-05354,CTRL-0017,True,87,0.65,2026-06-15,0.56,2,4.24
AC-029523,AST-05354,CTRL-0019,True,67,0.66,2026-06-18,0.67,2,3.92
AC-029524,AST-05354,CTRL-0016,True,74,0.33,2026-07-15,0.6,1,7.14
AC-029525,AST-05354,CTRL-0026,True,88,0.98,2026-06-17,0.63,3,1.67
AC-029526,AST-05355,CTRL-0186,True,69,0.84,2026-09-01,0.85,1,0.76
AC-029527,AST-05355,CTRL-0185,True,63,0.39,2026-08-09,0.53,0,1.53
AC-029528,AST-05355,CTRL-0179,True,73,0.9,2026-07-28,0.92,3,0.65
AC-029529,AST-05356,CTRL-0243,True,90,0.28,2026-07-26,0.73,3,5.61
AC-029530,AST-05356,CTRL-0238,True,67,0.84,2026-06-11,0.65,2,3.73
AC-029531,AST-05356,CTRL-0258,False,0,0.0,2026-07-22,0.02,8,7.55
AC-029532,AST-05356,CTRL-0242,False,0,0.0,2026-06-15,0.01,6,6.82
AC-029533,AST-05356,CTRL-0246,True,90,0.42,2026-06-22,0.85,0,4.38
AC-029534,AST-05356,CTRL-0257,True,96,0.67,2026-07-23,0.64,3,2.41
AC-029535,AST-05357,CTRL-0243,True,97,0.29,2026-07-10,0.73,0,2.93
AC-029536,AST-05357,CTRL-0240,True,89,0.73,2026-07-26,1.0,2,1.06
AC-029537,AST-05357,CTRL-0252,True,84,0.76,2026-09-03,0.72,0,1.36
AC-029538,AST-05357,CTRL-0250,True,69,0.8,2026-08-21,0.81,1,1.65
AC-029539,AST-05357,CTRL-0245,True,61,0.76,2026-07-23,0.74,3,2.19
AC-029540,AST-05357,CTRL-0260,True,80,0.73,2026-06-09,0.96,1,1.33
AC-029541,AST-05357,CTRL-0242,False,0,0.0,2026-08-23,0.23,4,3.73
AC-029542,AST-05357,CTRL-0247,True,89,0.55,2026-07-12,0.69,3,2.25
AC-029543,AST-05358,CTRL-0058,True,79,0.61,2026-08-06,0.66,1,2.28
AC-029544,AST-05358,CTRL-0051,True,61,0.45,2026-06-14,0.54,0,2.92
AC-029545,AST-05358,CTRL-0062,True,96,0.73,2026-06-28,0.64,1,1.26
AC-029546,AST-05358,CTRL-0054,False,0,0.0,2026-08-06,0.1,10,3.35
AC-029547,AST-05358,CTRL-0065,True,94,0.29,2026-08-07,0.76,0,2.37
AC-029548,AST-05358,CTRL-0057,True,64,0.61,2026-06-20,0.62,3,1.92
AC-029549,AST-05358,CTRL-0059,True,85,0.54,2026-07-08,0.69,1,2.28
AC-029550,AST-05358,CTRL-0050,True,90,0.54,2026-07-16,0.9,2,1.95
AC-029551,AST-05359,CTRL-0214,False,0,0.0,2026-08-29,0.14,0,8.65
AC-029552,AST-05359,CTRL-0210,True,62,0.85,2026-06-22,0.58,0,3.4
AC-029553,AST-05359,CTRL-0219,True,81,0.52,2026-07-09,0.73,3,3.96
AC-029554,AST-05359,CTRL-0216,True,85,0.3,2026-06-12,0.71,2,5.28
AC-029555,AST-05359,CTRL-0208,True,71,0.42,2026-06-09,0.75,3,4.29
AC-029556,AST-05359,CTRL-0220,True,72,0.6,2026-06-30,0.83,3,4.59
AC-029557,AST-05360,CTRL-0190,True,62,0.76,2026-07-24,0.96,0,4.74
AC-029558,AST-05360,CTRL-0192,True,85,0.32,2026-06-15,0.86,1,6.21
AC-029559,AST-05360,CTRL-0191,True,84,0.79,2026-06-22,0.7,2,3.11
AC-029560,AST-05360,CTRL-0206,True,62,0.68,2026-09-02,0.52,1,4.65
AC-029561,AST-05360,CTRL-0196,True,81,0.39,2026-06-17,0.73,3,7.16
AC-029562,AST-05361,CTRL-0269,False,0,0.0,2026-08-21,0.16,0,6.38
AC-029563,AST-05361,CTRL-0270,True,81,0.79,2026-08-31,0.58,0,1.64
AC-029564,AST-05361,CTRL-0271,True,85,0.57,2026-08-25,0.55,0,3.69
AC-029565,AST-05362,CTRL-0021,True,62,0.5,2026-07-15,0.88,3,5.05
AC-029566,AST-05362,CTRL-0026,True,86,1.0,2026-06-30,0.75,3,1.86
AC-029567,AST-05362,CTRL-0013,False,0,0.0,2026-08-02,0.02,7,8.34
AC-029568,AST-05362,CTRL-0022,True,89,0.55,2026-08-04,0.63,2,3.97
AC-029569,AST-05362,CTRL-0015,True,95,0.77,2026-08-12,0.96,2,2.16
AC-029570,AST-05363,CTRL-0061,False,0,0.0,2026-06-20,0.07,1,1.17
AC-029571,AST-05363,CTRL-0063,True,67,0.75,2026-06-29,0.53,0,0.4
AC-029572,AST-05363,CTRL-0056,True,94,0.56,2026-08-23,0.93,2,0.43
AC-029573,AST-05363,CTRL-0057,True,94,0.7,2026-07-08,0.94,1,0.44
AC-029574,AST-05363,CTRL-0062,True,96,0.75,2026-06-06,0.86,3,0.39
AC-029575,AST-05363,CTRL-0059,True,74,0.6,2026-08-02,0.68,0,0.75
AC-029576,AST-05363,CTRL-0050,True,84,0.62,2026-07-26,0.78,1,0.57
AC-029577,AST-05363,CTRL-0052,False,0,0.0,2026-08-10,0.26,9,1.11
AC-029578,AST-05364,CTRL-0097,True,81,0.38,2026-06-10,0.69,2,5.92
AC-029579,AST-05364,CTRL-0115,False,0,0.0,2026-06-10,0.26,0,7.65
AC-029580,AST-05364,CTRL-0101,False,0,0.0,2026-06-26,0.08,8,8.14
AC-029581,AST-05364,CTRL-0105,True,85,0.35,2026-08-30,0.76,2,5.81
AC-029582,AST-05364,CTRL-0103,True,62,0.72,2026-08-10,0.79,3,4.1
AC-029583,AST-05365,CTRL-0149,True,61,0.36,2026-07-14,0.7,2,4.0
AC-029584,AST-05365,CTRL-0162,True,88,0.59,2026-08-07,0.57,1,2.75
AC-029585,AST-05365,CTRL-0158,True,78,0.45,2026-07-24,0.58,2,3.47
AC-029586,AST-05366,CTRL-0327,True,99,0.58,2026-09-01,0.78,0,2.95
AC-029587,AST-05366,CTRL-0330,True,61,0.97,2026-06-21,0.66,2,2.66
AC-029588,AST-05366,CTRL-0340,True,83,0.51,2026-06-17,0.66,1,4.22
AC-029589,AST-05366,CTRL-0331,True,74,0.82,2026-08-02,0.52,2,2.29
AC-029590,AST-05366,CTRL-0328,True,87,0.81,2026-08-19,0.9,2,1.43
AC-029591,AST-05367,CTRL-0131,True,74,0.34,2026-08-23,0.99,2,4.7
AC-029592,AST-05367,CTRL-0138,True,74,0.68,2026-07-24,0.52,0,2.53
AC-029593,AST-05367,CTRL-0132,False,0,0.0,2026-06-30,0.15,7,5.32
AC-029594,AST-05367,CTRL-0140,True,75,0.71,2026-07-21,0.86,0,2.8
AC-029595,AST-05368,CTRL-0161,False,0,0.0,2026-06-11,0.19,10,1.54
AC-029596,AST-05368,CTRL-0147,True,86,0.9,2026-08-02,0.54,1,0.39
AC-029597,AST-05368,CTRL-0162,True,84,0.61,2026-07-10,0.74,3,0.55
AC-029598,AST-05368,CTRL-0151,False,0,0.0,2026-08-05,0.07,9,1.51
AC-029599,AST-05368,CTRL-0154,False,0,0.0,2026-08-18,0.16,5,1.44
AC-029600,AST-05369,CTRL-0007,True,62,0.61,2026-08-10,0.9,0,3.71
AC-029601,AST-05369,CTRL-0005,True,77,0.29,2026-06-26,0.72,1,5.39
AC-029602,AST-05369,CTRL-0008,True,89,0.73,2026-06-21,0.94,0,1.71
AC-029603,AST-05369,CTRL-0006,False,0,0.0,2026-06-07,0.16,8,7.59
AC-029604,AST-05369,CTRL-0012,True,73,0.71,2026-07-16,0.63,1,3.58
AC-029605,AST-05369,CTRL-0009,False,0,0.0,2026-07-06,0.23,9,5.99
AC-029606,AST-05370,CTRL-0305,False,0,0.0,2026-08-16,0.17,3,4.89
AC-029607,AST-05370,CTRL-0323,True,73,0.46,2026-08-23,0.67,0,3.6
AC-029608,AST-05370,CTRL-0317,False,0,0.0,2026-08-25,0.06,8,4.79
AC-029609,AST-05370,CTRL-0322,False,0,0.0,2026-07-06,0.2,4,5.26
AC-029610,AST-05370,CTRL-0310,True,76,0.96,2026-07-24,0.99,0,1.88
AC-029611,AST-05370,CTRL-0314,True,90,0.55,2026-08-29,0.79,0,2.7
AC-029612,AST-05370,CTRL-0306,False,0,0.0,2026-07-01,0.07,2,4.98
AC-029613,AST-05370,CTRL-0318,True,64,0.65,2026-06-29,0.71,3,2.89
AC-029614,AST-05371,CTRL-0083,False,0,0.0,2026-06-06,0.12,9,1.3
AC-029615,AST-05371,CTRL-0094,True,93,0.39,2026-08-07,0.89,3,0.87
AC-029616,AST-05371,CTRL-0087,False,0,0.0,2026-08-29,0.21,2,1.18
AC-029617,AST-05372,CTRL-0211,False,0,0.0,2026-07-18,0.13,2,8.66
AC-029618,AST-05372,CTRL-0209,True,71,0.47,2026-06-10,0.98,0,6.23
AC-029619,AST-05372,CTRL-0207,True,93,0.78,2026-08-31,0.68,0,2.73
AC-029620,AST-05373,CTRL-0319,True,68,0.61,2026-07-08,0.79,1,2.71
AC-029621,AST-05373,CTRL-0323,True,61,0.46,2026-06-29,0.61,0,3.4
AC-029622,AST-05373,CTRL-0317,False,0,0.0,2026-07-10,0.02,4,5.32
AC-029623,AST-05374,CTRL-0252,True,82,0.77,2026-07-30,0.89,3,4.29
AC-029624,AST-05374,CTRL-0242,False,0,0.0,2026-08-12,0.19,2,8.6
AC-029625,AST-05374,CTRL-0262,False,0,0.0,2026-07-28,0.24,4,10.79
AC-029626,AST-05374,CTRL-0260,True,74,0.93,2026-07-06,0.79,2,3.95
AC-029627,AST-05374,CTRL-0251,True,71,0.69,2026-06-08,0.61,0,4.55
AC-029628,AST-05374,CTRL-0254,False,0,0.0,2026-07-02,0.28,5,8.29
AC-029629,AST-05374,CTRL-0259,True,85,0.73,2026-07-04,0.92,3,3.49
AC-029630,AST-05375,CTRL-0012,True,86,0.65,2026-06-27,0.99,0,3.43
AC-029631,AST-05375,CTRL-0003,False,0,0.0,2026-07-23,0.24,4,7.27
AC-029632,AST-05375,CTRL-0004,True,61,0.67,2026-06-29,0.67,2,4.21
AC-029633,AST-05375,CTRL-0007,True,86,0.68,2026-08-01,0.53,3,3.4
AC-029634,AST-05375,CTRL-0005,True,81,0.3,2026-09-02,0.69,3,5.67
AC-029635,AST-05375,CTRL-0008,True,85,0.83,2026-08-29,0.91,0,2.13
AC-029636,AST-05375,CTRL-0010,False,0,0.0,2026-06-24,0.08,4,8.62
AC-029637,AST-05375,CTRL-0002,False,0,0.0,2026-07-27,0.29,7,7.4
AC-029638,AST-05376,CTRL-0173,True,77,0.62,2026-06-20,0.75,3,1.02
AC-029639,AST-05376,CTRL-0167,False,0,0.0,2026-06-30,0.12,4,1.62
AC-029640,AST-05376,CTRL-0174,True,80,0.68,2026-09-01,0.68,2,0.73
AC-029641,AST-05376,CTRL-0177,True,71,0.78,2026-06-21,0.95,0,0.69
AC-029642,AST-05376,CTRL-0166,True,81,0.84,2026-06-08,0.56,0,0.61
AC-029643,AST-05376,CTRL-0175,False,0,0.0,2026-08-03,0.03,2,1.66
AC-029644,AST-05376,CTRL-0169,True,99,0.65,2026-06-24,0.91,2,0.59
AC-029645,AST-05376,CTRL-0164,True,68,0.51,2026-06-25,0.52,1,1.09
AC-029646,AST-05377,CTRL-0097,True,72,0.34,2026-08-15,0.69,3,0.91
AC-029647,AST-05377,CTRL-0102,False,0,0.0,2026-08-20,0.28,0,1.3
AC-029648,AST-05377,CTRL-0095,True,99,0.64,2026-08-31,0.8,3,0.51
AC-029649,AST-05377,CTRL-0109,True,71,0.83,2026-06-19,0.68,3,0.46
AC-029650,AST-05378,CTRL-0165,True,63,0.43,2026-08-12,0.82,3,0.94
AC-029651,AST-05378,CTRL-0168,False,0,0.0,2026-07-03,0.23,9,1.62
AC-029652,AST-05378,CTRL-0166,True,93,0.8,2026-06-21,0.82,3,0.3
AC-029653,AST-05378,CTRL-0175,False,0,0.0,2026-07-21,0.11,5,1.72
AC-029654,AST-05379,CTRL-0308,True,79,0.65,2026-08-08,0.53,3,1.61
AC-029655,AST-05379,CTRL-0323,True,85,0.41,2026-07-02,0.86,0,2.05
AC-029656,AST-05379,CTRL-0307,False,0,0.0,2026-08-18,0.04,0,3.73
AC-029657,AST-05380,CTRL-0043,True,84,0.7,2026-07-26,0.56,2,0.82
AC-029658,AST-05380,CTRL-0042,True,94,0.97,2026-07-29,0.93,2,0.25
AC-029659,AST-05380,CTRL-0049,True,97,0.46,2026-07-10,0.88,0,1.13
AC-029660,AST-05381,CTRL-0170,False,0,0.0,2026-08-30,0.13,9,6.69
AC-029661,AST-05381,CTRL-0178,False,0,0.0,2026-06-06,0.29,5,8.53
AC-029662,AST-05381,CTRL-0171,False,0,0.0,2026-06-13,0.3,7,8.1
AC-029663,AST-05381,CTRL-0177,True,73,0.75,2026-07-04,0.92,3,3.44
AC-029664,AST-05381,CTRL-0175,False,0,0.0,2026-07-24,0.1,4,7.79
AC-029665,AST-05381,CTRL-0163,True,92,0.64,2026-08-11,0.92,0,3.02
AC-029666,AST-05381,CTRL-0166,True,85,0.92,2026-06-12,0.64,3,1.86
AC-029667,AST-05381,CTRL-0173,True,68,0.66,2026-08-30,0.68,0,3.85
AC-029668,AST-05382,CTRL-0251,True,60,0.87,2026-08-13,0.7,3,3.13
AC-029669,AST-05382,CTRL-0240,True,97,0.72,2026-08-23,0.83,3,1.32
AC-029670,AST-05382,CTRL-0250,True,61,0.68,2026-09-01,0.87,1,2.62
AC-029671,AST-05382,CTRL-0243,True,95,0.31,2026-06-08,0.63,1,3.48
AC-029672,AST-05382,CTRL-0239,True,67,0.84,2026-07-28,0.61,2,2.3
AC-029673,AST-05382,CTRL-0262,False,0,0.0,2026-06-13,0.15,7,5.22
AC-029674,AST-05382,CTRL-0248,False,0,0.0,2026-06-09,0.18,7,5.53
AC-029675,AST-05382,CTRL-0238,True,95,0.83,2026-07-01,0.75,2,1.52
AC-029676,AST-05383,CTRL-0363,False,0,0.0,2026-07-20,0.27,5,3.26
AC-029677,AST-05383,CTRL-0372,True,60,0.82,2026-06-18,0.94,0,2.03
AC-029678,AST-05383,CTRL-0352,False,0,0.0,2026-06-25,0.07,4,4.29
AC-029679,AST-05383,CTRL-0362,True,70,0.59,2026-07-06,0.52,0,1.92
AC-029680,AST-05383,CTRL-0369,True,67,0.44,2026-08-11,0.66,3,3.05
AC-029681,AST-05383,CTRL-0357,True,63,0.39,2026-08-14,0.6,1,2.54
AC-029682,AST-05384,CTRL-0285,True,78,0.37,2026-07-17,0.72,1,5.58
AC-029683,AST-05384,CTRL-0287,True,77,0.7,2026-08-21,0.78,1,3.48
AC-029684,AST-05384,CTRL-0291,True,79,0.64,2026-06-21,0.72,3,4.75
AC-029685,AST-05384,CTRL-0272,True,71,0.57,2026-08-07,0.85,3,4.67
AC-029686,AST-05385,CTRL-0037,True,68,0.86,2026-07-21,0.79,3,2.88
AC-029687,AST-05385,CTRL-0032,True,79,0.45,2026-08-02,0.81,0,4.29
AC-029688,AST-05385,CTRL-0030,True,61,0.42,2026-07-25,0.98,1,5.47
AC-029689,AST-05385,CTRL-0029,True,61,0.53,2026-06-18,0.53,0,4.87
AC-029690,AST-05385,CTRL-0039,True,67,0.72,2026-08-11,0.82,2,3.44
AC-029691,AST-05385,CTRL-0038,True,71,0.4,2026-06-17,0.98,3,4.63
AC-029692,AST-05385,CTRL-0034,True,73,0.98,2026-07-10,0.76,1,2.48
AC-029693,AST-05385,CTRL-0031,False,0,0.0,2026-07-18,0.09,2,6.1
AC-029694,AST-05386,CTRL-0190,True,67,0.94,2026-06-10,0.66,3,0.64
AC-029695,AST-05386,CTRL-0194,True,76,0.79,2026-06-15,0.51,3,0.75
AC-029696,AST-05386,CTRL-0193,False,0,0.0,2026-07-03,0.1,10,1.79
AC-029697,AST-05386,CTRL-0198,True,91,0.5,2026-07-15,0.89,3,0.89
AC-029698,AST-05386,CTRL-0195,True,60,0.57,2026-08-27,0.53,1,0.98
AC-029699,AST-05386,CTRL-0189,True,79,0.67,2026-07-05,0.94,3,0.71
AC-029700,AST-05386,CTRL-0187,False,0,0.0,2026-08-11,0.08,5,1.7
AC-029701,AST-05386,CTRL-0192,True,96,0.4,2026-06-30,0.57,2,1.13
AC-029702,AST-05387,CTRL-0284,False,0,0.0,2026-08-27,0.02,4,5.99
AC-029703,AST-05387,CTRL-0279,False,0,0.0,2026-08-24,0.26,7,5.92
AC-029704,AST-05387,CTRL-0288,True,97,0.65,2026-08-15,0.93,3,2.5
AC-029705,AST-05387,CTRL-0275,True,70,0.76,2026-08-13,0.97,0,3.45
AC-029706,AST-05387,CTRL-0278,True,62,0.56,2026-07-06,1.0,1,4.57
AC-029707,AST-05387,CTRL-0276,True,68,0.68,2026-09-02,0.66,2,3.18
AC-029708,AST-05387,CTRL-0290,False,0,0.0,2026-08-05,0.0,5,6.68
AC-029709,AST-05387,CTRL-0283,True,80,0.34,2026-07-25,0.89,2,4.53
AC-029710,AST-05388,CTRL-0029,True,100,0.49,2026-06-10,0.61,3,0.64
AC-029711,AST-05388,CTRL-0037,True,70,0.97,2026-07-12,0.73,0,0.49
AC-029712,AST-05388,CTRL-0036,False,0,0.0,2026-06-10,0.02,5,1.31
AC-029713,AST-05389,CTRL-0069,True,71,0.55,2026-08-25,0.8,0,2.91
AC-029714,AST-05389,CTRL-0070,True,98,0.91,2026-08-10,0.8,0,0.29
AC-029715,AST-05389,CTRL-0080,True,81,0.57,2026-06-27,0.91,2,2.3
AC-029716,AST-05389,CTRL-0077,False,0,0.0,2026-08-03,0.16,7,4.56
AC-029717,AST-05389,CTRL-0079,False,0,0.0,2026-07-31,0.05,4,4.0
AC-029718,AST-05390,CTRL-0187,False,0,0.0,2026-07-23,0.23,8,7.28
AC-029719,AST-05390,CTRL-0202,True,92,0.88,2026-06-20,0.86,0,1.7
AC-029720,AST-05390,CTRL-0200,True,82,0.76,2026-07-31,0.52,3,2.04
AC-029721,AST-05390,CTRL-0191,True,88,0.66,2026-09-01,0.8,0,2.16
AC-029722,AST-05390,CTRL-0195,True,96,0.63,2026-06-29,0.73,1,2.81
AC-029723,AST-05390,CTRL-0192,True,99,0.36,2026-07-09,0.52,1,3.6
AC-029724,AST-05390,CTRL-0203,True,91,0.8,2026-07-11,0.76,3,2.35
AC-029725,AST-05390,CTRL-0196,True,61,0.4,2026-06-10,0.83,2,4.91
AC-029726,AST-05391,CTRL-0060,False,0,0.0,2026-07-19,0.04,1,1.98
AC-029727,AST-05391,CTRL-0052,False,0,0.0,2026-09-02,0.17,10,1.97
AC-029728,AST-05391,CTRL-0055,True,97,0.85,2026-07-09,0.66,0,0.44
AC-029729,AST-05392,CTRL-0079,False,0,0.0,2026-08-26,0.05,8,4.2
AC-029730,AST-05392,CTRL-0082,False,0,0.0,2026-06-20,0.22,9,4.29
AC-029731,AST-05392,CTRL-0081,True,86,0.42,2026-08-05,0.53,0,2.7
AC-029732,AST-05392,CTRL-0066,True,77,0.37,2026-07-27,0.58,2,3.34
AC-029733,AST-05392,CTRL-0078,True,80,0.74,2026-07-13,0.58,1,2.57
AC-029734,AST-05392,CTRL-0075,False,0,0.0,2026-07-30,0.13,3,4.86
AC-029735,AST-05392,CTRL-0070,True,72,0.89,2026-07-20,0.68,2,1.54
AC-029736,AST-05392,CTRL-0076,True,88,0.81,2026-08-04,0.64,3,1.16
AC-029737,AST-05393,CTRL-0136,True,60,0.54,2026-08-31,0.6,3,3.97
AC-029738,AST-05393,CTRL-0142,True,99,0.63,2026-08-06,0.92,1,2.43
AC-029739,AST-05393,CTRL-0144,False,0,0.0,2026-08-23,0.05,6,7.76
AC-029740,AST-05394,CTRL-0351,True,93,0.88,2026-07-25,0.82,2,1.1
AC-029741,AST-05394,CTRL-0344,True,69,0.58,2026-08-13,0.91,0,3.75
AC-029742,AST-05394,CTRL-0350,False,0,0.0,2026-06-21,0.03,10,6.61
AC-029743,AST-05394,CTRL-0347,True,86,0.82,2026-07-05,0.82,3,1.53
AC-029744,AST-05395,CTRL-0085,True,80,0.56,2026-08-12,0.57,1,4.21
AC-029745,AST-05395,CTRL-0090,True,99,0.61,2026-06-17,0.92,0,3.23
AC-029746,AST-05395,CTRL-0094,True,62,0.38,2026-07-09,0.55,3,6.07
AC-029747,AST-05395,CTRL-0086,True,73,0.8,2026-06-24,0.56,3,3.55
AC-029748,AST-05395,CTRL-0092,True,94,0.32,2026-07-15,0.98,3,7.19
AC-029749,AST-05395,CTRL-0088,False,0,0.0,2026-06-14,0.11,9,9.49
AC-029750,AST-05396,CTRL-0025,False,0,0.0,2026-06-30,0.23,3,4.11
AC-029751,AST-05396,CTRL-0028,False,0,0.0,2026-06-24,0.24,0,4.48
AC-029752,AST-05396,CTRL-0022,True,99,0.49,2026-08-13,0.91,1,1.95
AC-029753,AST-05396,CTRL-0027,True,82,0.6,2026-08-05,0.89,0,2.18
AC-029754,AST-05396,CTRL-0019,True,90,0.74,2026-07-26,0.8,0,1.52
AC-029755,AST-05396,CTRL-0017,True,100,0.61,2026-06-28,0.63,1,1.76
AC-029756,AST-05397,CTRL-0221,False,0,0.0,2026-06-29,0.1,4,5.57
AC-029757,AST-05397,CTRL-0227,True,63,0.83,2026-06-09,0.64,3,1.95
AC-029758,AST-05397,CTRL-0237,False,0,0.0,2026-07-21,0.24,8,4.84
AC-029759,AST-05397,CTRL-0224,False,0,0.0,2026-07-29,0.1,9,4.61
AC-029760,AST-05398,CTRL-0060,False,0,0.0,2026-08-07,0.02,10,3.72
AC-029761,AST-05398,CTRL-0057,True,96,0.7,2026-08-09,0.59,2,1.11
AC-029762,AST-05398,CTRL-0054,False,0,0.0,2026-07-16,0.02,0,3.99
AC-029763,AST-05399,CTRL-0278,True,64,0.55,2026-08-29,0.64,0,0.74
AC-029764,AST-05399,CTRL-0274,False,0,0.0,2026-06-22,0.26,6,0.96
AC-029765,AST-05399,CTRL-0276,True,65,0.68,2026-07-05,0.8,3,0.6
AC-029766,AST-05399,CTRL-0285,True,88,0.4,2026-07-08,0.99,3,0.61
AC-029767,AST-05399,CTRL-0283,True,98,0.28,2026-09-02,0.64,2,0.71
AC-029768,AST-05399,CTRL-0273,True,87,0.74,2026-08-14,0.53,3,0.25
AC-029769,AST-05400,CTRL-0118,False,0,0.0,2026-08-14,0.21,3,9.34
AC-029770,AST-05400,CTRL-0117,False,0,0.0,2026-08-15,0.17,6,9.7
AC-029771,AST-05400,CTRL-0127,True,89,0.62,2026-08-20,0.94,0,4.41
AC-029772,AST-05400,CTRL-0119,False,0,0.0,2026-08-16,0.07,9,10.73
AC-029773,AST-05400,CTRL-0125,False,0,0.0,2026-08-20,0.16,6,10.86
AC-029774,AST-05400,CTRL-0129,True,68,0.38,2026-08-20,0.98,2,7.49
AC-029775,AST-05400,CTRL-0128,False,0,0.0,2026-07-09,0.22,3,10.08
AC-029776,AST-05401,CTRL-0170,False,0,0.0,2026-07-04,0.21,3,1.34
AC-029777,AST-05401,CTRL-0164,True,71,0.43,2026-08-29,0.81,1,1.09
AC-029778,AST-05401,CTRL-0169,True,60,0.72,2026-06-07,0.72,3,0.98
AC-029779,AST-05401,CTRL-0175,False,0,0.0,2026-08-09,0.16,0,1.73
AC-029780,AST-05401,CTRL-0168,False,0,0.0,2026-07-21,0.14,3,1.48
AC-029781,AST-05401,CTRL-0177,True,92,0.72,2026-08-18,0.55,1,0.32
AC-029782,AST-05401,CTRL-0176,True,74,0.56,2026-08-05,0.81,2,0.76
AC-029783,AST-05402,CTRL-0205,True,91,0.8,2026-08-10,0.61,2,0.61
AC-029784,AST-05402,CTRL-0188,True,88,0.77,2026-07-06,0.52,2,0.7
AC-029785,AST-05402,CTRL-0196,True,77,0.41,2026-07-26,0.65,0,1.71
AC-029786,AST-05402,CTRL-0192,True,71,0.34,2026-08-20,0.55,0,1.98
AC-029787,AST-05403,CTRL-0319,True,67,0.56,2026-07-05,0.55,3,2.8
AC-029788,AST-05403,CTRL-0309,False,0,0.0,2026-07-29,0.15,7,5.15
